"","spp","dbh","cr","logs","best_log","worst_log","butt_log","veneer_present","saw_present","quality_score","site","drate","price_factor","crop"
"5471","RM",16,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5472","SO",16,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5473","WO",16,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5474","YB",16,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5475","BC",19,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5476","BM",19,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5477","PB",19,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5478","RM",19,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5479","SO",19,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5480","WO",19,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5481","YB",19,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5482","BC",22,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5483","BM",22,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5484","PB",22,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5485","RM",22,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5486","SO",22,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5487","WO",22,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5488","YB",22,50,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5489","BC",4,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5490","BM",4,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5491","PB",4,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5492","RM",4,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5493","SO",4,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5494","WO",4,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5495","YB",4,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5496","BC",7,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5497","BM",7,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5498","PB",7,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5499","RM",7,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5500","SO",7,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5501","WO",7,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5502","YB",7,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5503","BC",10,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5504","BM",10,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5505","PB",10,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5506","RM",10,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5507","SO",10,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5508","WO",10,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5509","YB",10,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5510","BC",13,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5511","BM",13,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5512","PB",13,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5513","RM",13,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5514","SO",13,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5515","WO",13,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5516","YB",13,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5517","BC",16,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5518","BM",16,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5519","PB",16,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5520","RM",16,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5521","SO",16,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5522","WO",16,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5523","YB",16,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5524","BC",19,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5525","BM",19,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5526","PB",19,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5527","RM",19,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5528","SO",19,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5529","WO",19,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5530","YB",19,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5531","BC",22,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5532","BM",22,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5533","PB",22,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5534","RM",22,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5535","SO",22,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5536","WO",22,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5537","YB",22,60,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5538","BC",4,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5539","BM",4,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5540","PB",4,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5541","RM",4,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5542","SO",4,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5543","WO",4,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5544","YB",4,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5545","BC",7,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5546","BM",7,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5547","PB",7,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5548","RM",7,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5549","SO",7,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5550","WO",7,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5551","YB",7,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5552","BC",10,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5553","BM",10,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5554","PB",10,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5555","RM",10,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5556","SO",10,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5557","WO",10,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5558","YB",10,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5559","BC",13,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5560","BM",13,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5561","PB",13,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5562","RM",13,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5563","SO",13,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5564","WO",13,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5565","YB",13,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5566","BC",16,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5567","BM",16,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5568","PB",16,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5569","RM",16,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5570","SO",16,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5571","WO",16,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5572","YB",16,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5573","BC",19,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5574","BM",19,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5575","PB",19,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5576","RM",19,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5577","SO",19,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5578","WO",19,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5579","YB",19,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,TRUE
"5580","BC",22,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5581","BM",22,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5582","PB",22,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5583","RM",22,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5584","SO",22,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5585","WO",22,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5586","YB",22,70,"2155555555",1,5,2,TRUE,TRUE,5,"richnhw",0.03,1,FALSE
"5587","BC",4,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5588","BM",4,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5589","PB",4,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5590","RM",4,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5591","SO",4,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5592","WO",4,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5593","YB",4,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5594","BC",7,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5595","BM",7,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5596","PB",7,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5597","RM",7,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5598","SO",7,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5599","WO",7,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5600","YB",7,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5601","BC",10,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5602","BM",10,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5603","PB",10,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5604","RM",10,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5605","SO",10,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5606","WO",10,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5607","YB",10,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5608","BC",13,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5609","BM",13,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5610","PB",13,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5611","RM",13,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5612","SO",13,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5613","WO",13,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5614","YB",13,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5615","BC",16,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5616","BM",16,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5617","PB",16,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5618","RM",16,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5619","SO",16,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5620","WO",16,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5621","YB",16,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5622","BC",19,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5623","BM",19,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5624","PB",19,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5625","RM",19,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5626","SO",19,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5627","WO",19,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5628","YB",19,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5629","BC",22,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5630","BM",22,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5631","PB",22,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5632","RM",22,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5633","SO",22,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5634","WO",22,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5635","YB",22,20,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5636","BC",4,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5637","BM",4,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5638","PB",4,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5639","RM",4,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5640","SO",4,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5641","WO",4,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5642","YB",4,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5643","BC",7,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5644","BM",7,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5645","PB",7,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5646","RM",7,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5647","SO",7,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5648","WO",7,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5649","YB",7,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5650","BC",10,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5651","BM",10,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5652","PB",10,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5653","RM",10,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5654","SO",10,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5655","WO",10,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5656","YB",10,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5657","BC",13,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5658","BM",13,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5659","PB",13,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5660","RM",13,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5661","SO",13,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5662","WO",13,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5663","YB",13,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5664","BC",16,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5665","BM",16,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5666","PB",16,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5667","RM",16,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5668","SO",16,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5669","WO",16,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5670","YB",16,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5671","BC",19,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5672","BM",19,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5673","PB",19,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5674","RM",19,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5675","SO",19,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5676","WO",19,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5677","YB",19,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5678","BC",22,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5679","BM",22,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5680","PB",22,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5681","RM",22,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5682","SO",22,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5683","WO",22,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5684","YB",22,30,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5685","BC",4,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5686","BM",4,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5687","PB",4,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5688","RM",4,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5689","SO",4,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5690","WO",4,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5691","YB",4,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5692","BC",7,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5693","BM",7,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5694","PB",7,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5695","RM",7,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5696","SO",7,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5697","WO",7,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5698","YB",7,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5699","BC",10,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5700","BM",10,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5701","PB",10,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5702","RM",10,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5703","SO",10,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5704","WO",10,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5705","YB",10,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5706","BC",13,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5707","BM",13,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5708","PB",13,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5709","RM",13,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5710","SO",13,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5711","WO",13,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5712","YB",13,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5713","BC",16,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5714","BM",16,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5715","PB",16,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5716","RM",16,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5717","SO",16,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5718","WO",16,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5719","YB",16,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5720","BC",19,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5721","BM",19,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5722","PB",19,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5723","RM",19,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5724","SO",19,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5725","WO",19,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5726","YB",19,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5727","BC",22,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5728","BM",22,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5729","PB",22,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5730","RM",22,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5731","SO",22,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5732","WO",22,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5733","YB",22,40,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,FALSE
"5734","BC",4,50,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5735","BM",4,50,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5736","PB",4,50,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5737","RM",4,50,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
"5738","SO",4,50,"1555555555",1,5,1,TRUE,TRUE,3,"richnhw",0.03,1,TRUE
